"","id","listing_id","feedback","language"
"11",25495201,4384392,"La verdad que Anne-Marie fue muy agradable y simpatica, tenia todo preparado para que nada nos faltara y la casa era preciosa, en pleno centro justo en la calle de la gran plaza, sin duda volvere a Bruselas y siempre y cuando Anne-Marie quiera a su apartamento.","es"
"12",45083625,346290,"Desgraciadamente mi experiencia en esta casa no fue buena. Para empezar llegamos a hacer el check in a las 16:15 y un vecino de la propietaria llamado Noah, nos indica que hasta las 18:00 normalmente no se puede entrar, hecho este, bastante extrano, aunque finalmente pudimos entrar a las 17:00 como magno favor. 

Tras comprobar la casa, que esta en unas condiciones estupendas, descubrimos que el WC esta justo en frente de la cocina, y la ducha en la planta de arriba, lo cual resulto bastante incomodo.

Pero lo realmente desagradable, fue que unos amigos que estan viviendo a las afueras de Bruselas, vinieron a visitarnos y a ensenarnos la ciudad, momento en el que recibo un mensaje del anfitrion diciendome que la casa estaba alquilada para 2 personas y no para 4, que si habia 4 personas eran a 20 euros por persona y noche. Tras lo cual decidimos abonar los 120 euros correspondientes a los 3 dias que estas personas iban a estar con nosotros, aunque finalmente solo pasaron 1 noche.

Tras el primer dia de caminata por Bruselas, a mi chica le salieron ampollas en los pies, y al llegar a casa descubrimos que no hay botiquin, 600 euros por 3 dias y no hay ni un misero botiquin, teniendo que ir a la farmacia a comprar, ya que el vecino no nos atendio ante las insistentes llamadas a su puerta.

Aunque repito que la casa muy bonita por dentro, la escaleras para acceder a ella son un tanto antiguas, estrechas y mal orientes, por no hablar del ruido que acaecio en la ciudad por la noche al llegar el fin de semana.

Para terminar, nos fuimos del apartamento sin despedirnos de nadie, pidiendo el favor de que se quedaran con nuestras maletas ya que nuestro avion volaba a Espana a las 00:30, recibiendo un mensaje diciendonos que la salida normalmente es a las 11:00, pero que hasta las 14:00 nos podiamos quedar, ante lo cual decidimos recurrir al servicio de consignas de la estacion central de Bruselas que por poco dinero te alojan las maletas 24 horas y abandonar la casa 30 minutos antes de la hora pactada, osea a las 10:30.

En resumen, vivienda demasiado cara para los servicios ofrecidos, excesivo control por parte del vecino, poca empatia por parte de la anfitriona, y una ubicacion para ir de fiesta y no de turismo.","es"
"13",37550220,2736998,"Nuestra estancia en el apartamento de Catherine ha sido fantastica.
La verdad es que nos hemos encontrado muy comodos con nuestros dos hijos. 
El trato con la anfitriona ha sido correcto en todo momento.
El apartamento es tal como aparece en las fotografias y dispone de todo lo necesario para el disfrute de unas vacaciones.
Esta muy bien ubicado ya que se encuentra cerca de una estacion de metro y a poca distancia de la estacion de trenes Midi. 
En la zona se ubican varias tiendas y supermercados.
Si volviera a Bruselas repetiria alojamiento y sin duda lo recomiendo a futuros huespedes.
","es"
"14",41721640,3403812,"La casa es tal cual aparece en las fotos, muy limpia, en una ubicacion maravillosa , aunque ella no estaba en el pais durante nuestra estancia estuvo siempre en contacto con nosotros y preocupada de que estuviese todo bien. Todo excelente, como para volver.","es"
"15",30841521,4213027,"Habitacion comoda, barrio tranquilo y facil transporte al centro por tranvia, que tiene parada cerca del apartamento. Los anfitriones, Marcela y Manu, muy amables y colaboradores.","es"
"16",41247120,6970648,"La casa de Elise es agradable y tranquila, todo lo que necesitas para descubrir la ciudad lo encontraras en su apartamento, incluso recomendaciones de lugares a los que ir, Elise tenias razon acerca de las belgian fries de Park Avenue!!! Por cierto, nos hemos enamorado de Tash!","es"
"17",28561245,3206427,"El hospedaje es mejor incluso que lo expuesto en la foto. Kike se comporto de lujo antes, durante y despues de nuestra estadia en su residencia. El lugar es muy comodo, cerca de todos los puntos turisticos principales, y cerca de las principales estaciones y puntos de acceso a la ciudad. Muy recomendable.","es"
"18",42548290,2741889,"Desde el primer contacto con el anfitrion la experiencia ha sido perfecta. Muy amables y atentos. Akio estuvo puntual para recibirnos y nos ayudo a subir el equipaje. Ademas nos dio una pequena explicacion, sobre el apartamento y tambien sobre Bruselas (con antelacion ya nos habian enviado una guia que nos vino muy bien). Nos mostro su disponibilidad por si en algun momento necesitabamos cualquier cosa, aunque finalmente no nos hizo falta recurrir a ellos.
El apartamento se corresponde con las imagenes que se ven en el anuncio. Estaba muy limpio, aspecto creo que muy importante. Ademas su situacion es perfecta: cerca del centro, para poder ir andando, y tambien cerca de la estacion Midi, para poder coger el tren para visitar otras ciudades o trasladarte al aeropuerto.
Esta ha sido nuestra primera experiencia con Airbnb y la verdad que ha sido muy muy buena.
Recomendamos (totalmente!!) el alojamiento en cualquiera de los apartamentos de Jose, David & Akio Sole","es"
"19",2009561,462112,"Un apartamento acogedor,totalmente correspondiente con lo que se muestra en las fotos.
Maxime ha atendido inmediatamente todas nuestras peticiones.
Todo esta limpio y adecuado para las necesidades de una pareja.
Para llegar al centro hay diferentes posibilidades en lo que a medios de transporte publico se refiere,para ir a pie queda un poco lejos.
Se lo recomendaria a cualquiera.","es"
"20",15091074,1991750,"Fantastica experiencia. Los anfitriones fueron muy simpaticos y generosos (nos ofrecieron unos desayunos caseros excepcionales) y no hubo ningun problema de ningun tipo. La casa esta en un barrio tranquilo y periferico, aunque en poco mas de diez minutos a paso ligero se llega a la Grand Place. Si no quieren caminar, tanto el metro como el tranvia estan al lado. Ideal para gentes tranquilas o parejas.","es"
"21",36110171,3960914,"Buen alojamiento en casa de Bea y Maite, unas chicas muy majas. Una pena que las bicis estuvieran estropeadas, no pudimos usarlas ningun dia.","es"
"22",2151084,392708,"El apartamento esta muy centrico,en la misma Grand Place;aunque la finca parece descuidada por fuera,por dentro esta todo reformado y tiene un pequeno ascensor;
Como el piso daba a la parte de atras de la calle,no se oia nada,muy tranquilo.

Hemos estado muy comodos,todo muy limpio y algunas cosas(como el horno) las hemos estrenado nosotros.Tiene algunos utiles de cocina,toallas,sabanas...

Puede que Julie tenga mas de un piso en la misma finca,porque las fotos coinciden todas menos la del bano,que aunque es mas pequeno que el que aparece en la foto,esta muy bien.

Nuestra experiencia ha sido muy satisfactoria.


","es"
"23",17162383,3337372,"Todo ha estado estupendamente. El apartamento estaba muy limpio y muy bien equipado. Es tal y como aparece en las fotos.
Nos costaba llegar al entro unos quince minutos y estaba al lado de una parada de metro.
El anfitrion estaba dispuesto a ayudar en cualquier cosa que necesitaramos durante la estancia.","es"
"24",48060883,2066504,"Tuvimos una excelente estadia en Bruselas.  Desde un inicio Thierry estuvo muy atento a todos nuestros requerimientos y fue muy amable al entregarnos mucha informacion de la ciudad y de los alrrededores.
Respecto del departamento, simplemente excelente: Nuevo, impecable, con todo lo necesario para tener una comoda estadia.  La localizacion centrica y la descripcion es exacta a lo publicado y lo mejor muy cerca de grandes centros comerciales, sin embargo en una calle muy tranquila y silenciosa.  El estacionamiento es otro plus ya que nos permitio viajar en automovil y poder estacionar sin ningun problema ni pago extra.  !Excelente experiencia y recomendable en un 100%!","es"
"25",30692127,5701591,"El apartamento de Federica es perfecto para unos dias en Bruselas: comodo, luminoso y muy bien situado. El barrio es muy agradable y esta a 5 minutos del centro.
Federica estuvo pendiente de mi llegada y de mantenerme informado.
Recomendable!","es"
"26",20988285,2741889,"Llegamos y Jose nos recibio de una manera espectacular. Sin contar que dias antes ya nos habia mandado una descripcion de Como llegar al apartamento y estuvo disponible en todo momento 
 
El apartamento es confortable y se encuentra en un buen lugar  hay que subir unas escaleras y no es recomendable para no parejas o si alguno de los que lo va a alquilar tiene problema en que lo vean dale de la ducha desnudo.  De todos modos la ducha tiene una buena presion de agua y es comoda. 

La cocina tb esta bien y se encuentra bien equipada. 

Sin dudas es una buena opcion para quedarse.","es"
"27",23873800,396561,"Antonin y Marylise fueron unos anfitriones estupendos, nos sentimos muy comodos en su casa (muy bonita y acogedora).
La situacion de la casa fue perfecta para nosotros, esta muy bien ubicada, cerca del centro y al lado de la Gare du Nord.
Nos gusto que la habitacion tuviera bastante independencia porque esta en otro nivel, esto contribuyo a que nos sintieramos como en casa. !Todo genial!","es"
"28",31583149,2741889,"El apartamento increible , amplio y limpio , cercano a estacion de trenes midi que era lo importante para nosotros porque nuestra estancia en bruselas solo era una escala para visitar brujas y gents , Akio y su amigo que fueron quienes nos recibieron fueron absolutamente amables y cordiales con nosotros nos hicieron sentir muy bien , como en nuestra propia casa .","es"
"29",24731061,4486399,"El apartamento es muy acogedor,comodo y muy limpio.
Si bien es cierto que no esta en el centro,esta bien comunicado con el.
Por otro lado,el trato recibido por el hombre que nos abria la casa ha sido por encima de lo correcto.
Volveriamos sin dudarlo.","es"
"30",41978071,6356120,"Geniales vacaciones en Belgica!!! Hemos estado 14 dias en el piso de Anneleen y Roel y todo ha ido perfecto.
El piso esta genial, es amplio, muy bien situado (a 10 minutos andando del centro y de la estacion de Bruselas Midi), limpio y muy bonito.
Los anfitriones muy amables y atentos, sin duda repetiremos!!!!","es"
"31",33023835,2599325,"El departamento de Lirian es comodo, limpio y esta bien equipado. Se encuentra cerca del centro por lo que se puede ir caminando o en bus. Lirian es muy amable y respondio todas nuestras consultas. ","es"
"32",30067921,3328658,"Lionel fue muy amable y gentil!
A pesar de haber llegado muy tarde a la noche, nunca tuvo inconvenientes para recibirnos!
El departamento es fabuloso y esta muy bien ubicado!
Fue un placer haber estado aqui, y aun estando comuna beba de 1 ano! De volver a Bruxelles, no dudariamos en volver a hospedarnos aqui!
Gracias por todo a Lionel! ","es"
"33",20436280,1313012,"Ivan es un magnifico anfitrion, muy atento y me ha servido de mucha ayuda en mis primeros dias en Bruselas. Desde consejos sobre que hacer en Bruselas hasta dejarme un cargador de movil. Durante la comida y la cena tambien he disfrutado de una conversacion amena. 

La casa es muy acogedora y la habitacion es muy bonita, con una cama super comoda, un ambiente sin ruidos para poder descansar bien. Ademas las ventanas de la habitacion tienen persianas lo cual, siempre se agradece si estas acostumbrado a ellas. el bano justo al lado de la habitacion, muy comodo.

La casa esta en un barrio tranquilo pero con encanto, hay restaurantes, mercadillos segun el dia de la semana y hay una parada de metro cercana a la casa que te deja en unas cuantas paradas en el centro.
Mi experiencia ha sido muy positiva y la recomiendo 100%","es"
"34",35924963,5985245,"Todo muy bien, pasamos una noche en lo de Momo y todo estuvo bien, gracias Momo","es"
"35",48097100,316947,"Liz la anfitriona, muy agradable, nos facilito informacion sobre sus lugares ideales de la ciudad que nos fue muy util. Bien ubicado a 15 m de la Grand Place y al lado de St. Caterina, zona de locales y restaurantes. El apartamento bastante grande, aunque algo incomo para mas de 2 personas, por carecer de armarios ni lugar para dejar y guardar cosas, y escaso en equipamiento, no hay ni microondas ni horno para cosas rapidas. ","es"
"36",26199141,3366326,"Bruno es un excelente anfitrion. Muy amable, simpatico y preocupado de cada detalle para que la estadia sea buena. Su departamento es asombroso y tal cual lo describe. Agradecemos su buen trato, preocupacion y destaco su buen gusto ya que su departamento es precioso y muy acogedor!!! Muchas gracias por recibirnos. Esperamos que vengas a Chile!!! :)","es"
"37",3834473,346290,"El apartamento goza de una situacion privilegiada que permite ir a pie a todos los sitios. Realmente es como se ve en las fotos. Una relacion calidad-precio excelente. Altamente recomendable.","es"
"38",22184430,348607,"Fue muy positiva.  Lugar  bien localizado,  con bastantes opciones de transporte.  apartamento amplio y bien decorado. Anfitrion optimo","es"
"39",18664601,1912656,"Nos ha encantado el atico de Daniele. Nos dejo toda la informacion e instrucciones necesarias. La casa tiene todo lo necesario y Daniele tuvo el detalle de dejarnos un regalo de bienvenida en forma de magnifica cerveza belga (gracias Daniele). Esta muy cerca de la estacion de tren.
Lo unico negativo es que es un quinto sin ascensor ( a nosotros no nos importaba y eso que viajabamos con nino y carro). En principio el barrio no tenia muy buena pinta pero no tuvimos ningun tipo problema. A los 20 minutos de llegar a la casa la vecina de abajo ya nos dijo que nos quitaramos los zapatos para no hacer ruido porque se oia todo, luego ya no supimos mas de ella (por suerte)
En resumen la estancia fue muy buena y recomiendo el alojamiento.","es"
"40",6003921,1007943,"Fuimos en julio a Bruselas a casa de Amaryllis. Elegimos este apartamento porque las fotos nos enamoraron a primera vista. Y son fieles a la realidad.

El apartamento esta fenomenal: es bonito, esta limpio, es luminoso, muy tranquilo, amplio...
Los anfitriones fueron muy atentos y nos proporcionaron informacion de la ciudad.

Es el mejor alojamiento en el que hemos estado con Airbnb.","es"
"41",21120327,2241920,"Muy buena estadia. Barrio tranquilo, cerca de servicios esenciales y transporte. Estudio practico y cama comoda. Jose muy buen anfitrion, nos dio muy buena informacion de la ciudad.","es"
"42",27004690,3117760,"Max fue un gran anfitrion y estuvo pendiente de que todo fuera bien. El apartamento es tal cual se ve en la fotos. Es precioso. La localizacion es muy buena, barrio tranquilo y con encanto, muy cerca de la plaza Jeu de Balle. A 15 min andando de la Grande Place.","es"
"43",46756124,7810786,"La experiencia ha sido positiva.. Es muy centrico y en una zona muy tranquila. El bano no estaba dentro de la habitacion. ","es"
"44",23657207,2153759,"Por razones de trabajo tuve que ir dos semanas a Bruselas. Escogi la habitacion de Thomas porque su casa se encuentra a menos de cinco minutos de mi lugar de trabajo. La habitacion en general esta bien. La cama es grande y tienes varias cajoneras para poner tus cosas.
Uno de los primeros inconvenientes de mi estancia alli fue que una de las ventanas no tiene cortinas ni persianas. En invierno supongo que no es un gran problema puesto que se hace de noche muy pronto y de dia muy tarde; sin embargo en otras fechas del ano, si uno prefiere dormir en total oscuridad...
El cuarto de bano tiene un techo bajo. En realidad se puede ver en las fotos que Thomas ha puesto en su anuncio, aunque no cai en la cuenta hasta estar ya alli. Las duchas tienen que ser en cuclillas o sentado.
Un gran problema que me encontre la segunda semana de estar alli fue que el termo del agua dejo de funcionar durante casi toda la semana. Por esa razon no hubo calefaccion en toda la casa ni agua caliente, lo que implico que las duchas fueran (en Diciembre) con agua fria.
Sin embargo Thomas es una persona agradable. No coincidimos mucho, por cuestiones de horario de trabajo, ya que yo me encontraba fuera casi todo el tiempo, aunque las pocas veces que hablamos me dio la impresion de ser una persona muy amable.","es"
"45",21790315,2442625,"La habitacion es amplia con ducha, el wc se encuentra fuera de la habitacion. Los anfitriones fueron muy atentos con nosotros. La casa esta muy bien ubicada, cerca del centro y cerca de la estacion Midi.","es"
"46",43251984,6797111,"El apartamento es igual que en la foto.Muy limpio,luminoso y la cama muy comoda.Todo me parecio estupendo.Un detalle que tuviera algunos alimentos,sobre todo de desayuno.
El apartamento esta bien ubicado,esta cerca del centro.Puedes ir paseando o en el bus.Tambien estan cerca las paradas del bus,tranvia y metro.Y a unos 15 minutos una estacion de tren.El barrio muy tranquilo y nada de ruidos.
Ruben nos recibio muy bien y nos ayudo en las dudas que nos surgian.Siempre estaba disponible si hacia falta.Muy agradable.
Estuvimos como en casa.Volveria a repetir.","es"
"47",33838220,2020953,"El bnb donde nos alojemos no era su lugar habitual de residencia; asumo que es un piso que tiene para alquilar a turistas. 
En la descripcion dice que tiene sala de estar y que se sirve desayuno pero nosotros no tuvimos ni la sala de estar ni el desayuno. 
La limpieza brillaba por su ausencia. Solo llegar se me cayo algo en el suelo y lo recogi conjuntamente con pelos y motas de polvo. En la ducha habia cosas negras que no quise mirar mas de cerca...
Los utensilios de cocina (cubiertos, vasos, etc) estaban sucios asi que los tuvimos que limpiar antes de usar. 
El apartamento esta lleno de muebles y armarios pero estos estan todos vacios. Los inspeccionemos todos porque eramos dos adultos y solo nos dejaron un set de toallas asi que estuvimos buscando otro set por la casa. Al dia siguiente por la manana se lo comentemos y nos trajo otro set.
La cama tiene un lado que se hunde por lo que no durmimos del todo bien que digamos.
En la terraza habia un monton de ortigas asi que para poder anar un poco libremente las tuvimos que cortar nosotros.
Las cosas buenas que puedo decir es que esta bien situado respecto a transporte publico hacia el centro, muy cerca de la plaza Jordan y de un par de supermercados.
Nosotros viajabamos con un bebe asi que hubiera estado bien que hubiera tenido sala de estar.A falta de esta, utilitzemos una tarde la terraza.
","es"
"48",29358168,5820247,"La  estancia en la habitacion de Foued fue muy agradable. 
La ubicacion del piso es excelente, al lado de los principales sitios turisticos y de la estaciones de tren. 
La limpieza del piso inmejorable y el trato muy respetuoso y agradable.
Tuvo la paciencia de esperarnos una hora ya que nuestro vuelo se retraso. 
Lo recomendamos totalmente :)","es"
"49",32234986,4047465,"El departamento es muy amplio y comodo. Nosotros eramos dos pero sirve tranquilamente para 4 personas. Esta muy bien ubicado y Deborah, quien nos recibio es una genia! Nos cuido el equipaje despues del check out para que pudieramos aprovechar y recorrer un poco mas. ","es"
"50",22359717,3366326,"El apartamento es muy centrico. Esta muy cerca de la estacion central donde puedes coger metro y trenes a otras ciudades (incluyendo el tren al aeropuerto). El apartamento tiene una decoracion vintage muy calida y acogedora. Las camas son comodas y confortables. En el salon puedes pasar buenos ratos viendo la tele o escuchando musica con un buen equipo que Bruno tiene. Tiene todo lo necesario para pasar una buena estancia. Se puede cocinar sin ningun problema y tiene horno. Recomiendo sin lugar a dudas el apartamento. Los 4 amigos que fuimos quedamos muy contentos.","es"
"51",42260088,6069619,"Veronique esta muy acertada con la descripcion de su apartamento como luminoso, soleado, tranquilo. Ademas, las fotos se ajustan a la realidad del piso al milimetro. No hay trampa ni carton.
L ' appart est super, ambiance relax, tres agreable, du bien-etre la-dedans. 
Subyace un sentido estetico artistico en la decoracion ( reflejo de la propietaria ) y tiene linea de tram al lado, directo a la estacion intermodal de MIDI. El barrio en el que se encuentra, Ixelles, justo en el limite con Uccle es estupendo: tres prisee des francais, en partie bobo, en partie populaire.

Veronique muy atenta, con ganas de informar y dar a conocer sitios que merecen la pena para comer, tomar el aperitivo..etc. Muy maja. Nos gusto mucho hablar con ella. Muy buena eleccion la nuestra;en basque : oso leku ederra eta berezia zeharo.SINGULIER AU TRES BON SENS.","es"
"52",42526636,2861962,"El apartamento esta situado muy cerca de la Gare du Midi / Zuid y tambien del centro de la ciudad. Es muy luminoso y las camas son comodas. La cocina tiene todos los utensilios necesarios ademas de algunos productos de alimentacion (Nesquick, pasta, infusiones...). 
Ward ha sido un anfitrion muy atento; nos presto una tarjeta para viajar en el metro. La comunicacion con el ha sido muy rapida. Horario de entrada y salida muy flexible. ","es"
"53",13133906,1608900,"Hemos pasado cinco dias en casa de Laurence y puedo decir que es una casa preciosa, con grandes espacios, mucha personalidad y muy comoda.  Nada que objetar de la limpieza. El barrio es tranquilo, muy bonito y esta muy bien situado.  Una agradable experiencia a repetir en otra ocasion.","es"
"54",33495151,5160362,"Hermoso apartamento y muy espacioso en Bruselas, se encuentra a un par de cuadras de la Grand Place y bien comunicado con el metro. Bruno fue muy buen anfitrion, nos recibio antes de tiempo con cerveza y chocolates (deliciosos) ademas de poder acomodarnos bien con la hora de salida. ","es"
"55",1152099,246052,"la casa de salvatore  es excelente , muy  confortable , nos espero  hasta que llagamos  a su  casa  para explicarnos  todo  ... disfrutamos  mucho  la estadia en la casa de salvatore  y lo recomendamos  a todos .","es"
"56",33182500,4599826,"Fui con mi mujer y mis dos hijos de 9 y 12 anos, y hemos disfrutado de tres dias estupendos en el apartamento de Fabienne. Es una primera planta de una casa tipica de Bruselas, muy bien acondicionada, amplia (en las fotos parece mas pequena del tamano real que tiene) y con grandes ventanales que le aportan mucha luminosidad. Esta situado en un barrio muy tranquilo cerca del metro, supermercados, bares y restaurantes. Me gustaria destacar la amabilidad y generosodad de la propietaria; muy de agradecer cuando estas fuera de tu casa y en otro pais. Volveremos a Bruselas y sin dudarlo repetiremos en al apartamento de Fabienne.","es"
"57",31265796,6104519,"Excelente estadia!!!! Momo no estaba pero Selene, su amigo, nos hizo sentir como en casa, nos acompano hasta el centro para mostrarnos el camino, un genio!!!! La habitacion muy bien y el apartamento es grande y comodo. La ubicacion excelente, con bares y restorantes alrededor y a 10 minutos caminando de la gran place, y a 1 cuadra de Sainte Catherine Metro Station. Totalmente recomendable y lo volveria a elegir!!!!","es"
"58",39478277,2004537,"El apartamento tiene todo lo necesario para sentirte como en casa. La cama es muy comoda y se duerme muy bien.  Esta en pleno centro, se puede ir caminando a cualquier sitio y la estacion de tren central esta a 10 minutos.  Axelle fue una gran anfitiona y nos dio sugerencias de que ver en cada sitio. Ha sido una gran estancia y no dudaremos en repetir cuando volvamos a Bruselas.","es"
"59",46447129,4327005,"Elias nos recibio apenas llegamos y nos dio mucha informacion sobre como llegar al centro, lugares para comer, etc. El fue muy amable con nosotros. Nos explico en detalle el uso de la casa. La habitacion esta bien ubicada, con facil acceso al centro de la ciudad ya que el tranvia pasa por el frente de la propiedad. La habitacion es muy confortable, con bano privado. La cocina es comoda, equipada con todo lo necesario. La vista al jardin desde la mesa para desayunar es hermosa. Volveria a hospedarse en la casa de Elias sin dudas!","es"
"60",42961853,1241357,"los empleados son amables.","es"
"61",44275243,3531930,"El apartamento es Flori es precioso, amplio, luminoso y muy limpio. Muy cerca de la Gran Plaza y con numerosas tiendas y restaurantes en los alrededores. Flori fue encantadora con nosotros, pues a pesar de haber tenido un problema personal a la llegada retrasandonos mucho ella espero pacientemente. Volveriamos sin dudarlo.","es"
"62",42446113,7411533,"Los anfitriones se portaron genial. El apartamento estaba en perfecto estado, con todo lujo de detalles. No tuvimos ningun problema para quedar a la hora a la que llegamos, Suki es un encanto y nos dejo informacion sobre la ciudad, algunas cosas para cubrir necesidades basicas -productos del bano y limpieza, algunos alimentos como te, cafe, azucar, sal...- hay libros de arte, excelente ropa de cama y bano. Lo recomendamos al cien por cien.","es"
"63",17177719,2722056,"Un acogedor apartamento en el centro de Bruselas, estuvimos muy comodos. Dieter, el anfitrion, nos recibio fantasticamente. Recomendable 100%! ","es"
"64",34012379,6322132,"Mi esposa y yo estuvimos muy a gusto, el departamento es muy funcional, limpio, agradable, con todas las comodidades y Caroline super anfitriona. No dudo en recomendarlo ampliamente.","es"
"65",32960208,3973230,"Excelente en todo aspecto. Stephen nos recibio con su tipica cordialidad y nos dio indicaciones turisticas a pedido y de iniciativa propia. No tuvimos que preocuparnos por nada, Stephen nos dejo desayuno y toda la casa equipada. El departamento muy lindo y muy bien ubicado. Accesible para conocer Bruselas. Muy limpio y luminoso, excelentemente equipado con todo lo que se necesita. Si volvemos a Bruselas, sin duda iriamos a lo de Stephen nuevamente. Un genio.","es"
"66",34304210,4938536,"Pierre es una persona alegre, abierta y disponible, que nos ha ofrecido muchos consejos utiles para sacar el maximo partido a nuestros dias.  Tuvo muchos detalles. El piso es igual de bonito que en las fotos y su ubicacion muy buena.  En definitiva, todo ha sido perfecto (hasta el tiempo, espectacular jejeje). Ha sido nuestra primera experiencia con Airbnb y solo podemos desear que haya muchos Pierre en el mundo... :)","es"
"67",28025171,3107708,"No tengo palabras para describir el carino y la familiaridad con los que Yen y Patrick me acogieron en su casa dejandome formar parte de su pequena familia, tanto ellos dos como su gata Lana son un amor. He disfrutado de la compania y de su casa, ya que la casa esta limpisima y ordenada, el sofa cama es muy grande y comodo, y te ofrecen un desayuno muy rico y variado. Ademas te ofrecen guias de bruselas y informacion para el transporte publico muy util si es la primera vez que vas a Bruselas. Sin duda una estancia agradable y muy recomendable. !Volvere! :)","es"
"68",36537403,6008067,"El apartamento esta situado en un barrio muy centrico, lleno de restaurantes y a solo 10 minutos de la grand place.
Es un piso acogedor y muy bien equipado. No nos falto de nada para nuestra estancia, y realmente Maeve cuida mucho los detalles.
La comunicacion con Maeve fue siempre muy fluida, y al llegar nos recibieron estupendamente y nos dieron todas las indicaciones que necesitabamos, asi como un listado de los mejores restaurantes del barrio.
En general, quedamos muy contentos con el apartamento. Si volvemos a Bruselas, repetiremos!","es"
"69",19816609,1743213,"El apartamento de Jean-Francois es un sitio bellisimo, solo estar alli hace que el viaje sea toda una experiencia. El trato que nos dio Jean-Francois fue excelente ya que nos explico detalles de Bruselas que desconociamos, ademas de poner a nuestra disposicion toda clase de guias de la ciudad y de Belgica. Recomiendo este apartamento por ser un lugar muy especial.","es"
"70",10160362,897906,"Apartamento que esta cerca del centro. Tiene todo lo que necesitas para estar a gusto durante unos dias. Las recomendaciones (restaurantes, zonas para visitar...) que nos hizo Lieve fueron muy acertadas. Se preocupo de que todo estuviera correcto para que nuestra llegada al apartamento fuera sin problemas. Los jueves en frente del apartamento hay un mercado para abastecerte de fruta y verdura. El metro esta en la puerta de la casa. Dispone de una terraza muy agradable, pero como llovio no la pudimos utilizar. Por 15 euros diarios mas, pudimos utilizar un garaje para meter el coche que esta justo al lado de la casa. Cuando volvamos a Bruselas, sin duda repetiremos la experiencia de alojarnos en este mismo apartamento.","es"
